mass,dispersion,kinetic_energy,mean_radius,Group_M_Crit200,Group_M_Crit500,Group_M_Mean200,Group_M_TopHat200,Group_R_Crit200,Group_R_Crit500,Group_R_Mean200,Group_R_TopHat200
124,57.04246,312631.7001953125,41.639943416091626,24.31643,20.130415,30.335041,27.798803,101.51439,70.22978,168.53296,134.92111
129,56.9258,737652.8642578125,44.3707648177019,20.086657,16.527449,27.918285,24.5398,95.24603,65.7599,163.9401,129.43503
133,54.58957,2810516.515625,49.174930890902125,20.083841,16.512331,28.02642,24.107626,95.24513,65.74411,164.14563,128.66763
134,54.22551,11380636.75,49.36382636623325,18.427086,15.042604,25.565153,21.9755,92.54945,63.729225,159.19266,124.76068
133,48.841824,2131923.3701171875,78.25563141177925,23.895502,20.205395,30.184963,27.215544,100.920784,70.317215,168.25586,133.97217
145,76.155914,534523.5961914062,36.03973569309471,12.671224,10.592403,17.426762,15.025954,81.68633,56.700363,140.10176,109.90593
142,69.515564,6819190.5625,65.9272614977579,18.674204,14.514768,27.244946,23.393034,92.96202,62.977036,162.61139,127.384865
132,60.690998,6602038.265625,43.50076188045087,15.432625,12.048775,25.71283,20.628601,87.236626,59.18531,159.50221,122.15207
122,59.484123,2940001.51171875,43.5456794216035,23.693542,20.622887,28.153412,26.159636,100.63811,70.79842,164.39912,132.21996
134,68.42303,2866258.953125,36.9089621145732,20.054634,17.410501,26.147125,22.84533,95.19637,66.91252,160.38977,126.38545
130,63.285816,2395588.7109375,37.70760243306381,10.844901,7.9956255,17.395372,14.452909,77.55648,51.62504,140.02052,108.4964
134,53.14895,610072.42578125,54.59416588994423,24.134151,18.685066,28.226257,26.363482,101.26031,68.50725,164.5354,132.56201
122,63.065205,2609003.359375,34.26581381046932,16.269888,10.4005165,24.068027,19.524727,88.78451,56.353516,156.02022,119.9337
150,60.278313,12100714.453125,47.94090447901067,18.440363,9.396786,26.426865,22.975851,92.57132,54.480705,160.96606,126.62022
126,75.79593,21528600.1875,55.638167770790446,21.212479,14.877688,27.224539,24.016216,96.99079,63.498543,162.56775,128.50351
108,56.071033,3508901.4375,48.49902342766811,18.36035,14.752944,25.079592,22.560993,92.437706,63.31702,158.17567,125.85637
139,63.143158,4056957.70703125,44.4344177464806,24.949306,19.653137,32.379982,28.939428,102.38498,69.67074,172.23996,136.74716
148,84.93271,14060877.59375,37.266722337093185,21.00379,9.613434,27.827879,25.650494,96.67752,54.896576,163.7587,131.35257
122,54.02593,1035551.607421875,52.152268702898965,24.461218,21.902647,29.14288,26.735744,101.7169,72.23575,166.29724,133.18729
127,57.354435,4523692.87109375,47.002223185451555,23.775377,20.108194,27.900988,25.795118,100.75093,70.206055,163.90341,131.60167
146,54.153706,1379867.95703125,65.92186203780389,20.975956,16.416048,27.230629,24.386438,96.63619,65.6123,162.58081,129.15906
135,62.03961,16169821.171875,43.01077916085033,20.69472,16.69219,27.989573,24.599363,96.19821,65.97983,164.07632,129.54105
128,56.233047,3235225.5,47.926671283456564,10.810687,6.4259434,26.438509,20.817873,77.47768,47.996,160.99104,122.526436
123,62.29328,5306770.6171875,39.562802378386316,23.146807,18.639435,29.619226,26.588709,99.8625,68.44916,167.19592,132.94095
127,56.076794,4779247.62890625,48.77605473616127,19.937777,15.7615,28.642181,24.234081,95.01004,64.72829,165.3385,128.8912
143,53.401608,8169229.1484375,50.26244598666583,21.584625,18.01178,28.609274,25.562386,97.56114,67.67239,165.27454,131.20557
137,56.434696,11773862.4140625,43.75411392488211,9.351342,7.467366,12.792848,11.183343,73.81874,50.46244,126.387726,99.60655
138,57.205288,4420383.1171875,45.57470204836094,23.687168,19.489967,30.130394,27.042006,100.62491,69.47727,168.1562,133.69435
131,55.705025,8187282.0078125,46.63216527130844,23.679241,19.972607,28.066479,25.619158,100.61522,70.04413,164.22447,131.29843
141,65.02185,7965101.015625,44.78241122883794,20.502611,16.06245,28.10639,25.140198,95.90033,65.137726,164.30637,130.4776
136,50.478447,6525625.3125,58.1397284766944,25.546455,20.254896,32.16646,29.244976,103.1985,70.37439,171.85815,137.2247
113,56.915577,2983410.109375,62.35233728452968,19.989763,16.672712,27.846136,24.421673,95.096146,65.956055,163.7917,129.22519
122,69.47553,3766176.6953125,48.91077005869336,20.754848,17.018312,25.35063,23.176477,96.288925,66.405754,158.74986,126.98787
112,57.384094,2633471.3125,43.01863155811459,20.76572,17.44666,25.11146,23.166103,96.306435,66.95935,158.24573,126.9668
145,60.912754,7952950.9375,38.850468294716215,19.942856,16.721575,25.584286,22.632477,95.024414,66.018814,159.23196,125.9924
226,104.87734,42095070.75,48.4876856950556,20.56021,15.5364485,25.980253,23.302944,95.9928,64.42235,160.05264,127.2192
91,64.04315,1622318.673828125,37.91391842003326,22.990778,19.208538,31.135975,27.37325,99.63231,69.14363,170.00955,134.23547
127,61.772972,17771217.15625,38.95417636717933,20.220787,14.18444,28.752478,25.455097,95.45955,62.49613,165.54819,131.01886
179,77.106964,11997122.59375,49.40788807768325,19.357254,10.73255,26.272802,23.141022,94.08008,56.946808,160.65192,126.92839
132,52.286285,1716654.84375,53.51211667332339,19.667875,16.053352,27.560314,24.609762,94.58093,65.12569,163.23181,129.55106
142,62.830765,7047166.015625,46.195050232850974,23.030952,18.9361,29.41191,25.891039,99.68762,68.81221,166.81244,131.76968
139,64.94274,3863228.62890625,36.56278044764238,24.597721,19.111794,30.695562,28.063393,101.9034,69.02273,169.19635,135.35414
115,67.38003,4374425.703125,31.96895714895008,21.905062,17.2087,29.191732,25.64766,98.03821,66.65317,166.39548,131.34912
204,166.62805,51304285.125,53.58474323005803,16.054642,13.195499,21.132965,18.782639,88.39551,61.006443,149.40195,118.39512
134,84.386795,1723574.73828125,43.300475197666714,24.042994,20.539434,28.676353,27.022385,101.130615,70.70046,165.40245,133.6585
127,55.875473,9823113.6484375,44.45509799004707,20.832827,17.180286,27.978155,24.94202,96.41332,66.61563,164.05142,130.13318
117,71.126335,7728642.4921875,52.936600678606574,24.743347,19.91007,30.304155,28.118814,102.10275,69.97193,168.48296,135.44383
155,64.219635,6599444.08203125,41.602213169794226,24.259947,20.253725,28.294746,26.813623,101.434006,70.37296,164.66954,133.30983
126,61.92154,8335520.15625,45.56718029373636,21.35202,17.833689,27.50954,23.954412,97.20274,67.448975,163.129,128.39847
124,59.12901,2545644.6796875,43.759230332100366,23.213797,19.437468,28.586603,26.14602,99.95767,69.41492,165.23303,132.19312
141,60.66522,4497680.7890625,41.63930432943209,22.5194,18.696232,27.504463,24.802765,98.94807,68.52284,163.12378,129.89008
133,60.24091,5003390.90234375,39.676356395666396,22.39369,18.033205,27.167833,25.587011,98.76428,67.70198,162.45523,131.25247
134,63.20968,22228933.375,49.59009714020532,23.254677,18.611452,29.459278,26.92992,100.011444,68.41901,166.89355,133.50609
125,57.92961,7837064.94140625,44.29237879518256,22.044687,17.914833,27.266563,24.532547,98.24892,67.55112,162.65305,129.4231
120,61.083168,4701971.25,40.49792173728255,22.095676,17.809532,26.877172,24.969524,98.32545,67.418396,161.87665,130.18579
130,53.745502,2707775.078125,46.68735619539433,21.181139,17.38625,27.128296,24.158567,96.95095,66.88316,162.37216,128.75937
131,55.619396,8390447.14453125,44.035987701999204,22.629303,17.233269,27.8457,25.686926,99.10639,66.686264,163.79025,131.41986
212,213.50595,36266826.75,67.89145389309873,21.789558,18.163322,28.10591,25.391766,97.86788,67.86197,164.30188,130.91803
150,61.65064,9830647.265625,43.435886885514954,20.638128,15.929718,26.77671,24.559187,96.10858,64.95807,161.66936,129.46588
143,58.72721,4066430.671875,48.914136744273634,4.516729,3.59589,7.555352,5.6250596,57.920864,39.55291,106.04078,79.2117
134,59.667862,1642937.8828125,44.663742045596955,19.874071,16.458414,25.63709,22.724794,94.912796,65.66971,159.3457,126.16193
139,63.210083,6482210.703125,42.129284196554565,23.834476,20.408735,29.635048,26.62249,100.83508,70.54997,167.23224,132.99124
127,62.78742,5364696.296875,49.767915959826716,18.262878,14.979097,24.48522,21.679928,92.27507,63.642654,156.92426,124.19888
127,58.930813,16069599.71875,48.72532428381057,17.636515,13.734057,25.923437,22.329268,91.20784,61.82395,159.93423,125.42198
149,64.07472,8158313.98828125,40.290535743618655,18.787874,14.894747,27.062939,22.764303,93.14825,63.52169,162.24448,126.22806
123,53.290054,5859312.5625,51.69556221131317,21.911106,17.954432,28.217524,25.284554,98.0436,67.60025,164.51971,130.73282
180,200.76758,8224838.4375,57.32439642753555,24.41392,21.36513,28.665049,26.867945,101.64646,71.63822,165.3825,133.39929
129,50.12384,7899278.71875,52.04947362921286,20.652817,16.822433,26.634062,24.278782,96.13332,66.14864,161.38713,128.9694
198,509.02203,36304565.34375,94.97917123638214,11.424784,8.16716,15.0591545,13.510064,78.91531,51.99254,133.45032,106.083176
167,63.732807,4965373.1640625,48.93221654908196,22.093315,18.954176,25.835209,24.125986,98.322525,68.835976,159.75491,128.69934
127,58.837673,8791981.796875,45.004014577868496,17.393944,13.370165,23.193825,20.283806,90.7869,61.27745,154.11282,121.469284
220,264.0181,29170401.5625,55.60257404324349,18.470856,14.665708,25.48643,23.091652,92.62222,63.194923,159.02979,126.838135
151,77.73524,24160875.328125,43.05407012236547,23.465555,19.088936,28.703186,26.48936,100.314255,68.99957,165.46075,132.77158
135,56.578503,13856426.3671875,49.999475094900994,24.622326,20.20484,32.062057,28.909637,101.93384,70.315994,171.67361,136.69492
133,64.51222,2643164.0703125,48.38514811999391,22.233753,18.027588,28.857664,25.703276,98.53003,67.6942,165.75247,131.44202
127,72.483444,7265358.453125,41.26966860631425,25.91878,21.120209,33.42118,30.045818,103.690765,71.36305,174.06375,138.4721
142,57.54057,3430127.0390625,48.368685997825594,14.436912,12.047384,18.186415,16.00782,85.316666,59.184265,142.10727,112.25244
122,61.99256,5697486.2578125,39.49750597842382,22.762285,18.394737,28.642286,25.930359,99.29785,68.152596,165.34065,131.82771
128,64.418045,13392988.0,34.22222799105685,19.136318,15.370463,26.698479,22.87822,93.71976,64.1891,161.50806,126.43835
124,59.265854,4709185.296875,39.68943923657857,24.455135,20.843136,28.808601,27.035383,101.70183,71.04812,165.65642,133.67912
171,140.6295,8556681.0234375,45.800846381883325,19.52054,15.7487,25.190554,23.114283,94.34352,64.713455,158.41345,126.87178
124,55.590694,923927.935546875,44.81436591739445,18.620249,14.902596,25.629692,22.72733,92.86989,63.53292,159.32806,126.16576
134,64.87712,9195500.84375,39.56427258321657,23.620403,18.544273,29.616543,27.31186,100.529755,68.33508,167.19672,134.1352
129,58.46188,10424564.578125,45.485904732091186,23.455956,19.281952,28.038511,26.222475,100.303314,69.22883,164.16788,132.32164
134,59.34979,5289669.890625,46.28795423251334,21.544254,17.831448,27.807076,25.27191,97.494446,67.44936,163.71527,130.70984
129,55.382435,6599365.875,50.28556635450922,21.77383,17.873856,27.684483,24.880701,97.84432,67.50147,163.47781,130.03128
137,54.918,2031030.083984375,51.62951610846019,20.507738,17.460264,25.389708,23.36436,95.9087,66.97824,158.83246,127.32905
169,48.956078,27334250.125,58.99022735867463,18.963997,16.03016,26.939838,23.120195,93.43753,65.09448,161.99747,126.88896
214,131.21687,5334650.93359375,57.07347323981825,23.596727,19.765001,30.564043,26.967476,100.49953,69.80166,168.95596,133.56833
177,65.69812,10829737.39453125,41.533837920216484,25.130568,20.872128,29.887558,27.88603,102.63553,71.08241,167.70605,135.06409
134,51.647167,1961083.587890625,56.61253829486451,23.048107,19.354637,29.251781,26.413525,99.71414,69.31641,166.50557,132.64165
139,53.905624,1667069.89453125,69.81839934228476,27.512428,21.48757,33.694973,30.96175,105.77585,71.77482,174.5443,139.85661
134,60.524704,5021007.21875,39.71218474457808,21.74437,17.934366,26.874256,24.696356,97.80133,67.57796,161.86198,129.70915
124,55.456192,3690573.0078125,48.47038450258183,18.551966,15.278786,25.600943,21.772686,92.756836,64.05992,159.2713,124.37091
138,61.91826,1897872.4921875,40.99291335477999,13.495911,11.154508,19.71813,16.403387,83.42108,57.68178,145.99223,113.16833
124,57.853714,2344078.3203125,46.42583235824911,22.19023,18.536001,29.047619,25.718723,98.46083,68.32446,166.11774,131.4737
127,59.139355,10883675.765625,44.97806540067614,20.850708,17.2275,26.594835,24.373396,96.43941,66.67912,161.30597,129.13599
171,77.18592,12409904.1796875,49.544793101167556,18.930126,14.6547785,24.195524,22.203453,93.3861,63.17694,156.29826,125.18616
126,60.515347,12960613.96875,45.15260311830731,20.627138,17.650274,28.363804,23.711506,96.095055,67.21806,164.80295,127.963585
127,59.947807,2227476.31640625,38.580776539092305,22.599155,17.829233,28.100735,25.586908,99.063446,67.44649,164.2879,131.24605
121,53.2652,728877.4130859375,51.026958446308065,20.842583,17.651861,25.805302,23.871817,96.42464,67.21867,159.68814,128.24463
150,55.338837,2878740.234375,64.44446722154471,15.481554,12.260508,21.45397,18.574764,87.32976,59.532455,150.1543,117.95659
201,159.03294,14641375.4765625,46.50926067059118,21.363094,17.25575,26.930038,24.03624,97.22488,66.714554,161.9815,128.54254
134,49.78483,6624540.203125,65.67315569474525,16.356852,14.518777,24.150648,19.089201,88.94539,62.98263,156.20317,119.03881
132,53.701183,1273783.11328125,49.42882252384483,25.605495,20.050684,32.76046,29.34331,103.27639,70.13718,172.90784,137.38464
134,60.750668,1234610.83203125,38.25526062936067,18.845137,15.604158,24.751001,22.094957,93.243866,64.51607,157.48901,124.98692
120,57.615623,17194245.0,45.577217059006024,24.655458,20.645332,30.141968,27.730282,101.983665,70.82185,168.18097,134.81012
141,56.8864,5363868.0234375,45.409368440746896,22.822178,19.681171,26.750803,24.883932,99.38746,69.70546,161.61823,130.03204
175,57.078804,6362585.7421875,57.24090104071672,21.313608,15.714498,28.379135,24.620693,97.147156,64.6646,164.83356,129.57529
103,57.028667,14257496.578125,33.63087156855941,19.562885,15.011567,25.667065,23.529673,94.409,63.684494,159.40234,127.62845
107,52.37335,8527050.6875,58.775243911658926,24.101631,20.053442,29.473911,27.330643,101.21144,70.14023,166.92194,134.16379
124,60.843212,4002403.703125,35.92416702398523,21.039152,16.859764,26.072033,23.67633,96.734474,66.20004,160.23553,127.894646
120,58.068848,1824511.40625,42.05761835528434,21.223192,18.031641,25.988094,23.363077,97.01004,67.69827,160.06494,127.32597
146,55.702873,5024393.2421875,49.93048879129364,18.923376,15.220938,23.931866,21.74532,93.374374,63.980904,155.73318,124.31573
143,66.30169,8886486.42578125,40.28613175907281,22.526436,19.563889,27.394367,24.61571,98.962166,69.56349,162.9068,129.56439
114,59.54418,23731784.34375,43.47348863235141,26.044624,21.13159,31.675148,29.217285,103.86398,71.37697,170.98145,137.18399
219,71.319695,36813236.15625,47.15735274555549,21.207273,17.191153,28.203428,24.772804,96.98634,66.63284,164.48975,129.8411
137,59.45665,13347663.828125,49.080898222348175,21.900072,17.802584,27.274654,25.098944,98.0345,67.41246,162.67038,130.40858
122,56.120663,3928830.8125,44.837063961498416,22.649008,19.283026,29.1128,26.676472,99.13512,69.23056,166.23776,133.08438
90,656.7808,21734441.71875,93.47906161776282,22.911497,18.873245,27.764797,25.235191,99.518814,68.737076,163.63255,130.64487
114,62.2802,2304266.859375,44.251644125529396,18.537851,14.24865,24.964039,21.839462,92.73495,62.587765,157.935,124.501396
119,62.384716,7217320.25,48.42503367803424,22.323177,18.633102,27.521347,25.30873,98.660416,68.44301,163.15536,130.76953
130,54.70314,1592558.3984375,54.052993203140474,22.866283,20.431879,26.628628,24.865465,99.45155,70.58012,161.36812,130.00227
189,408.09308,69958657.125,47.986196440519485,14.132529,11.581895,22.940868,16.3571,84.71686,58.409252,153.54648,113.06095
113,53.17268,853826.5654296875,54.69047759751006,22.870058,18.762196,27.583391,25.06129,99.45946,68.601395,163.2771,130.33868
140,50.966732,7585292.96875,49.8959928994491,22.764738,17.01283,29.975012,27.273294,99.30687,66.39769,167.8627,134.06839
142,189.337,19848431.625,59.213202659040704,21.720966,18.412418,26.00883,23.691654,97.764984,68.17415,160.10962,127.926094
141,51.46694,14686978.59375,52.76764691121706,22.873304,18.24625,28.781878,26.175653,99.46085,67.964676,165.60545,132.24615
79,49.15883,19838044.265625,62.090443262480015,21.615557,18.358038,24.611277,23.28321,97.60655,68.10565,157.19012,127.18764
159,50.12691,4924483.095703125,67.30182134422515,21.901796,18.05718,27.40331,24.912926,98.03192,67.72972,162.91956,130.08292
136,62.16966,2442176.96875,37.86277810489231,22.67428,17.34485,29.73211,26.652334,99.16974,66.82861,167.40744,133.04608
121,62.96192,693731.2260742188,33.60984897678339,22.079062,18.113823,28.414465,25.57994,98.295135,67.80208,164.904,131.23462
119,48.59752,731079.1728515625,54.82450917829201,22.822153,18.2712,29.868706,27.326782,99.39093,67.998795,167.6706,134.16092
110,56.996716,1746845.439453125,45.41233882523697,22.529074,19.070763,27.367188,25.236858,98.95738,68.9771,162.85254,130.65051
112,71.550354,18249276.5,32.81126857808343,21.517624,18.002668,25.754456,23.618437,97.45477,67.661865,159.58655,127.7926
159,59.10721,1589913.66796875,56.08339040827953,20.055885,16.771646,27.105005,23.786266,95.19794,66.08258,162.32883,128.09433
134,55.477978,712138.3544921875,49.61418775867569,17.767529,13.733925,25.430534,20.798845,91.43341,61.824795,158.91147,122.49377
129,50.768944,13741388.390625,50.76710379886763,19.209545,13.848517,25.922016,22.550076,93.84221,61.99817,159.92982,125.83647
119,62.05137,797651.2475585938,43.15622737146402,23.292532,18.806322,29.825552,26.810469,100.06816,68.65615,167.58403,133.30319
120,49.53214,3759960.234375,52.90468793839894,21.620995,16.59858,27.104836,25.370317,97.61682,65.855316,162.32608,130.87885
124,55.489162,3856835.2109375,38.495984152875444,21.37695,18.100365,26.462183,24.195705,97.245766,67.78674,161.03519,128.82346
133,57.153458,7959692.5625,45.76563566916912,17.952148,14.757409,24.178291,20.143045,91.74577,63.325222,156.26428,121.19013
143,58.518818,2682935.556640625,49.608533457429225,23.37722,19.211647,29.45845,26.90866,100.18377,69.145615,166.90125,133.46915
108,128.93953,39762039.375,43.306338622004866,20.590023,16.365807,27.113811,24.361572,96.03752,65.54908,162.34265,129.11375
143,51.622375,6262211.3125,58.26046881516231,22.223114,18.79072,27.217152,24.862476,98.510605,68.63391,162.54791,129.9979
184,127.849525,6020934.25,63.91597190721385,25.308582,18.944366,31.329153,28.955355,102.87705,68.8206,170.35922,136.76712
115,60.51048,2741854.2578125,40.9715119921376,15.894942,12.551126,21.36995,19.188662,88.099915,59.99781,149.95964,119.24507
119,59.43665,4508425.6328125,41.1803848534674,22.380232,19.21983,27.60265,24.961967,98.73868,69.15611,163.31451,130.17477
126,57.812702,7236532.40625,43.58272990191327,15.015552,12.491885,20.592733,17.67246,86.44188,59.90297,148.12228,116.01601
129,62.40975,2908706.109375,40.17505943232225,23.506258,19.616678,28.399408,26.508953,100.36816,69.6256,164.8704,132.80576
137,61.632458,19912365.609375,42.247390937377716,23.55525,18.7668,29.28689,26.854952,100.43764,68.60827,166.56992,133.38278
122,60.339443,5642510.9609375,36.961493172476985,19.150114,14.849344,25.902266,23.09813,93.74366,63.455544,159.8875,126.84506
126,58.48541,22141401.1875,46.81809566856869,18.874006,15.1811905,23.995317,21.851063,93.292145,63.92742,155.86743,124.520874
140,60.65909,11432140.78125,40.72633245546961,9.155963,8.123537,10.596362,9.97433,73.300964,51.897198,118.690285,95.87414
126,55.71949,1095603.591796875,45.20606303103185,23.343332,18.683857,27.4967,25.627243,100.138504,68.50504,163.10857,131.31721
138,56.111427,7507175.7421875,68.22768207672381,20.704576,16.45083,26.412794,24.030495,96.21837,65.660065,160.93723,128.53133
96,57.051567,2665661.625,46.57666783195342,22.116472,18.455194,28.231853,25.122574,98.3584,68.22359,164.5496,130.45341
146,65.01285,4288906.265625,42.27061113149049,21.634123,18.227953,26.247576,23.91729,97.63592,67.946045,160.59802,128.33289
119,64.03169,2808118.537109375,48.592167377765215,23.342339,18.353924,29.6323,26.942122,100.13519,68.09804,167.22186,133.52814
148,56.65312,7923251.6875,57.171702052895014,21.512249,17.016293,28.40323,25.636644,97.44563,66.40544,164.87485,131.32968
128,60.055885,2815210.0,41.897312152750324,20.500214,17.05913,27.79314,24.10307,95.89609,66.46185,163.68924,128.65974
111,71.26127,12973756.3125,39.38794894965892,21.531523,17.469355,29.337698,25.25126,97.47437,66.986176,166.66501,130.66928
134,98.39585,14150998.8125,45.977615881093435,24.955286,19.785461,32.91387,28.927511,102.397766,69.82724,173.18454,136.72781
129,53.665073,2703239.595703125,52.18168006470278,13.829379,11.40289,19.43098,16.434061,84.10365,58.108017,145.27837,113.24429
109,57.70048,30390276.375,50.231444315755795,15.038773,12.023952,20.124659,17.787558,86.48935,59.143467,146.98914,116.263626
122,64.58741,3172930.7265625,38.25915497568033,24.123482,19.317036,29.903011,27.518406,101.241776,69.27133,167.73126,134.46689
144,61.333595,7692195.375,44.29961273506307,21.653471,16.707794,27.90195,25.03513,97.665115,65.99975,163.9027,130.29863
112,867.52124,66962098.0,84.56306875732604,20.895756,17.921999,27.221283,23.923159,96.5058,67.559715,162.56459,128.34294
123,62.332943,14488252.640625,38.571655175890655,16.502876,12.256769,25.088305,19.94602,89.21069,59.526554,158.19424,120.79145
134,54.11465,2677082.359375,51.2713965434493,22.781294,18.714363,29.267805,26.068382,99.3298,68.542404,166.53717,132.07062
117,67.51562,1851275.689453125,33.26533510324599,21.340353,18.261507,27.643759,24.080877,97.189766,67.98575,163.39838,128.6181
106,56.346447,3814347.0625,45.833044506665715,18.307856,10.091949,25.640419,22.208374,92.34848,55.78884,159.3518,125.19261
110,64.32171,4837370.7421875,35.485912697858005,24.764793,19.895647,31.302746,28.978737,102.13196,69.95787,170.30638,136.81282
141,63.19472,9280657.453125,45.140113898975706,22.401457,18.90613,26.538523,24.496794,98.77013,68.77728,161.18797,129.36055
128,62.000336,4531565.0,43.41915220637446,22.896582,19.366102,26.293034,24.864983,99.497055,69.33126,160.69017,130.00047
143,48.739502,7856838.9453125,61.78527269402475,25.335247,21.212584,30.496689,28.547165,102.911316,71.46741,168.83237,136.12585
148,56.88529,4522479.359375,44.435512492912835,19.494415,15.067178,25.807861,23.674633,94.303116,63.765465,159.70047,127.89618
137,79.954414,5975327.78125,43.45202657277621,16.796967,13.777382,21.632496,19.445665,89.73567,61.889435,150.57205,119.7773
131,55.393986,5377005.53125,49.69284071140178,20.188078,15.071756,27.352728,23.68148,95.405334,63.772133,162.8173,127.90517
137,59.101883,18893659.296875,46.49242052222733,18.548185,14.535923,24.981445,22.55438,92.75546,63.00773,157.9758,125.84157
130,58.36948,1949601.240234375,43.0734208077107,20.323668,14.962526,25.08056,23.643162,95.62256,63.618256,158.1853,127.83702
126,84.91501,5679180.28125,59.27964588301473,16.079458,13.277835,22.407656,18.789375,88.436584,61.134495,152.34854,118.41457
147,60.996094,3183653.07421875,42.702466092154005,11.949884,9.811177,14.32054,13.284859,80.10936,55.27057,131.23068,105.48454
135,53.409977,4084383.076171875,52.51843751766493,11.776683,9.450938,16.097979,13.862249,79.72073,54.584644,136.45102,106.99541
116,59.161846,1582089.109375,46.443056741899,25.414276,21.177015,31.251513,28.981691,103.01535,71.428314,170.21332,136.80832
132,63.8089,3727563.46875,36.39485470803188,15.23639,12.211441,18.530777,16.95874,86.865875,59.453293,143.0042,114.432816
144,57.42072,3787369.3125,48.49754343005427,18.395542,15.473368,23.549284,21.322622,92.49994,64.333435,154.89407,123.510574
131,75.09762,3923870.6328125,37.65828897488075,20.036734,16.746162,25.04433,22.976685,95.17146,66.048676,158.10306,126.62343
132,55.53922,1646816.7890625,49.36720666343195,16.964062,14.086,21.2499,19.296432,90.03027,62.351524,149.67755,119.4684
143,54.277264,1121369.1328125,50.377820563096016,20.771765,16.97233,26.251274,23.57496,96.31441,66.34801,160.6023,127.71608
116,68.23009,20849171.1875,33.56475129204557,15.982364,12.61578,20.587416,18.568567,88.25859,60.100388,148.10495,117.94812
172,52.409363,19479747.125,73.18840066696019,21.665226,17.898699,27.399324,24.974224,97.68357,67.53092,162.90955,130.19296
115,59.501793,1797348.3642578125,46.811477792577755,25.297838,20.491362,30.886442,28.745499,102.85984,70.64859,169.54773,136.44069
141,54.72518,1503056.0068359375,54.56411974972656,22.69625,18.988932,27.15676,25.476349,99.20924,68.87762,162.43373,131.05734
191,278.75537,48281003.875,83.38764896553926,19.342182,15.218781,26.518106,22.57794,94.05754,63.977592,161.15115,125.89053
135,57.775814,6034842.7734375,47.05503447593307,21.661806,17.74242,29.392204,25.355318,97.67622,67.33362,166.76935,130.85292
118,55.181335,8692866.40625,51.66052235810726,24.720573,20.062876,30.040419,27.865831,102.07063,70.15126,167.98666,135.03354
192,77.65895,6285632.625,69.41313000569488,20.201235,17.652637,24.818275,22.572243,95.43036,67.220955,157.63295,125.88022
133,60.45548,6105000.80859375,39.30267414963643,20.496128,17.103527,26.029161,23.095362,95.89028,66.51517,160.15387,126.84508
138,62.614723,6624874.359375,39.345152377707215,21.39174,17.832596,26.805542,24.321072,97.263794,67.450485,161.72424,129.04776
207,107.96449,20401030.546875,62.249056766824786,21.790968,18.197624,27.547062,24.535389,97.86684,67.90573,163.20503,129.42653
121,60.60299,5345861.296875,43.871086619901924,11.827485,8.830996,24.572794,18.357748,79.83196,53.36275,157.10416,117.49667
127,50.99199,4421478.70703125,63.95272607070788,24.819801,20.68675,31.763412,28.326815,102.20557,70.87335,171.13596,135.7721
127,59.149757,1276832.203125,45.61131804699767,23.230698,19.051569,27.494835,25.900204,99.98186,68.95456,163.09872,131.78323
130,60.233627,7234817.890625,39.01347235751549,20.692005,17.283106,25.745443,23.733847,96.1934,66.74942,159.56635,128.00021
120,58.50343,2436979.21875,39.73970330229816,21.159527,14.714688,28.744122,26.23191,96.91649,63.263527,165.53383,132.33965
139,55.499264,13005390.5703125,51.17101859970397,18.878666,14.803407,26.00376,22.720137,93.29787,63.390297,160.10173,126.15312
130,58.533447,4726982.3046875,45.917427587464,19.932539,16.168407,26.812624,23.814686,95.006805,65.28256,161.74017,128.14154
118,62.420586,1626390.08203125,39.388661754427346,23.422802,19.031368,31.684624,27.697962,100.25026,68.92913,170.9943,134.7653
153,92.80561,2117867.8359375,49.07123727933707,26.213766,21.723549,31.409824,29.195425,104.088234,72.03357,170.50253,137.14731
129,57.641335,4665052.1953125,43.05749783855522,17.016863,14.081089,25.633173,21.687634,90.12413,62.344204,159.33946,124.21001
118,57.929802,1941870.6875,40.9906948043928,19.765474,14.879541,25.912724,23.437366,94.733,63.500305,159.91306,127.467865
127,60.88032,5276508.19140625,41.68697291645797,20.695059,17.47704,25.14468,22.969322,96.198746,66.99678,158.31442,126.60669
192,88.425224,18532773.0,44.54283155316282,23.281054,19.417574,28.683357,26.214867,100.04796,69.39026,165.42111,132.30917
123,69.97401,4282510.69921875,30.937096548821348,19.946745,16.8281,26.207718,23.259827,95.02795,66.15596,160.51495,127.137474
125,65.610954,8572283.203125,37.258435823838106,19.522917,15.667376,26.250345,23.336298,94.34849,64.60152,160.60403,127.2792
123,50.04493,993235.0297851562,57.360517814139804,19.750698,16.319723,25.805992,23.266165,94.71632,65.48543,159.68826,127.15118
117,68.327614,1786186.8984375,57.7103510571598,22.001488,18.736534,26.627167,24.469172,98.18358,68.57091,161.37227,129.30887
134,56.359062,9968804.375,50.50892605597673,24.1324,19.65895,30.409084,27.721941,101.252144,69.67946,168.6748,134.80106
233,196.9505,40038497.921875,66.25821735594386,21.556953,16.986502,27.513597,25.236723,97.52022,66.36586,163.14038,130.64478
148,77.211655,5326068.484375,57.86201005004276,21.018715,17.647806,26.745712,24.043602,96.69971,67.21476,161.61232,128.55748
162,63.972275,23539144.21875,40.56277686731396,20.532059,17.046446,26.348848,23.37657,95.94694,66.44441,160.8034,127.35082
150,58.283928,19821082.03125,40.86078959071352,23.341524,19.658005,28.757668,26.676945,100.13942,69.67806,165.56184,133.08263
