mass,dispersion,kinetic_energy,mean_radius,Group_M_Crit200,Group_M_Crit500,Group_M_Mean200,Group_M_TopHat200,Group_R_Crit200,Group_R_Crit500,Group_R_Mean200,Group_R_TopHat200
204,66.747604,10248980.71875,44.89864344937105,64.00269,51.8055,87.352554,77.90731,140.15356,96.23981,239.77295,190.22885
179,61.54107,36574390.359375,51.0117628706544,65.87801,53.017887,88.9291,78.08547,141.51782,96.986176,241.2081,190.38092
166,59.928852,11539487.40625,57.960303040232844,55.116146,43.714714,75.44575,63.987553,133.3436,90.94823,228.3422,178.15347
165,73.77313,7147502.2265625,37.45165992388972,73.67491,59.23785,92.67864,84.10865,146.88757,100.64024,244.55011,195.14934
164,68.44413,3969080.59375,40.769071457417326,66.43194,54.533157,85.02326,76.45155,141.91211,97.90259,237.62329,189.03607
166,71.87362,5342671.09375,38.412625335379644,59.754086,45.158943,78.69349,71.78629,136.9834,91.93805,231.57861,185.11003
164,61.47205,8705983.5625,44.632459001094425,48.92879,40.633247,77.70079,66.565544,128.15897,88.75839,230.59027,180.50836
184,62.12725,7086577.4375,55.192394760991526,61.924473,50.835682,80.18326,70.76056,138.62454,95.63951,233.02524,184.22049
242,72.302765,8850864.515625,42.01937128844936,65.30691,50.615326,86.96705,78.04268,141.10635,95.50099,239.42035,190.3393
200,73.63766,3332608.203125,49.860170688574165,71.37543,57.846676,102.185684,89.53794,145.3452,99.84429,252.64818,199.26279
231,71.76049,13352548.9453125,47.81861684728553,67.76386,53.78824,94.15509,80.152176,142.85037,97.45738,245.83786,192.03452
181,67.99257,24321722.28125,46.19166771199785,66.34326,39.790966,85.64999,78.60108,141.84222,88.14011,238.20773,190.78629
178,62.9666,10644261.6328125,49.09205419572754,75.81395,59.229065,93.54967,85.93013,148.29279,100.63765,245.3183,196.54932
167,82.96523,12786070.578125,41.08801053074972,78.39451,62.097363,100.79049,90.44405,149.96085,102.2341,251.491,199.93079
171,69.41802,4508977.4296875,39.18377736006478,65.08299,52.58634,86.95783,76.04222,140.94897,96.72513,239.41837,188.70642
188,68.12014,3862497.453125,45.11502497522998,71.050896,57.67508,89.568855,80.41305,145.1271,99.750854,241.78992,192.24149
204,69.53312,14573108.15625,43.1549361109733,61.748558,48.311405,84.12931,71.678024,138.49878,94.030426,236.78824,185.0231
195,73.27867,10923148.9453125,43.057683534162926,68.91989,58.930973,84.37304,77.41365,143.65549,100.46492,237.01215,189.8234
173,73.10811,6051564.328125,49.09959037905128,50.00834,41.54968,67.89731,57.74288,129.09479,89.42155,220.46397,172.15974
174,80.96536,5897824.4765625,56.827413987166004,74.06365,61.991848,99.67787,86.989334,147.15482,102.17288,250.55185,197.35672
197,63.70679,1829408.564453125,54.86281274831113,71.916664,58.004246,97.88567,86.74686,145.70776,99.938614,249.04193,197.17236
180,62.091507,1879564.21875,44.58842272839722,49.626785,37.03931,75.66675,63.07049,128.76343,86.05671,228.56032,177.30125
163,62.69323,3458055.1875,48.06589562533528,66.62425,55.05023,86.8636,75.216095,142.04553,98.20972,239.32777,188.01978
174,63.74673,1941390.38671875,43.775185273201586,71.537285,59.116642,95.78763,83.65227,145.45912,100.57222,247.26128,194.79874
209,69.35602,3270393.62890625,48.31144383548012,68.504555,55.917995,88.36357,79.413376,143.3677,98.72688,240.69753,191.4473
172,65.6826,10335672.15625,43.197630471130154,61.541363,47.566853,87.62761,75.70779,138.33987,93.53883,240.02899,188.41785
181,67.01037,22456166.59375,47.546587453944845,64.738075,53.159275,86.55477,77.330666,140.69443,97.07564,239.04001,189.76343
195,66.400856,623510.0244140625,45.1041099824028,71.51871,57.83171,94.268776,84.150925,145.4429,99.83803,245.94574,195.1857
214,67.959015,34124299.5625,46.332359102467464,66.86195,54.830574,81.367424,75.7289,142.21558,98.08006,234.17047,188.4422
167,65.19609,7674251.4609375,46.30982986145463,40.018524,32.233967,79.52563,48.78497,119.84906,82.16394,232.38126,162.74142
209,75.02838,12147457.1796875,37.42657851443109,69.430626,57.23701,88.82314,80.907745,144.01828,99.49242,241.11096,192.64148
173,60.595085,7581153.96484375,52.52089195545783,74.51133,57.139004,101.49921,90.89936,147.44574,99.43735,252.07047,200.2619
160,79.48461,8353817.5,41.69115865457492,62.235817,51.107506,79.349396,71.9279,138.8532,95.80593,232.21523,185.23
240,201.97308,9735822.1875,53.44791565159487,60.80293,44.285862,84.709015,72.13204,137.78508,91.34053,237.3364,185.41104
173,61.107742,6964538.71484375,55.15266233020284,59.407715,45.579536,77.08365,70.41079,136.7269,92.22092,229.9794,183.91766
209,164.63521,69384786.625,51.438878797589716,66.15046,51.939426,87.22473,77.34333,141.7152,96.3243,239.65971,189.76665
195,66.29762,5848835.712890625,44.797353230356286,50.871567,42.454914,64.86106,57.7347,129.83066,90.06485,217.12338,172.1416
195,63.92113,5321662.353515625,51.69630366380173,56.4645,46.004894,73.89886,64.54433,134.41989,92.50931,226.77219,178.65869
162,65.083206,7288848.28125,48.33521205714707,63.876728,49.50408,91.07277,78.5475,140.06833,94.796585,243.13736,190.7547
175,69.041916,4494386.9140625,43.488167392119436,61.43117,45.48018,83.79437,74.003815,138.25508,92.15286,236.47722,187.00165
197,69.64036,10165541.671875,47.09950145287501,59.893517,49.0934,82.07536,68.662445,137.08887,94.52912,234.85109,182.39174
185,67.582924,5397737.412109375,46.638274647647236,42.241756,32.220062,81.049324,62.2956,122.027695,82.15213,233.86761,176.56299
211,71.77049,1969045.2001953125,36.83634593490426,61.66901,51.01062,80.8618,71.328896,138.4283,95.74584,233.67755,184.72195
178,72.7589,5120967.5234375,39.11717579763156,71.076775,59.8241,85.561905,79.86696,145.14377,100.97093,238.11884,191.81122
183,70.05904,1999563.796875,43.0106755688704,61.813786,50.365158,82.47943,70.87122,138.54056,95.341415,235.22327,184.31598
158,73.04571,15968415.65625,35.90463510837598,67.35288,52.442043,90.275826,79.288666,142.5674,96.63546,242.42044,191.34958
191,70.67664,4263178.1953125,44.81795316367371,49.99068,39.98452,79.07137,60.160915,129.07571,88.2796,231.95035,174.53003
157,63.14375,3506544.7109375,55.89830155905902,45.555134,34.623363,74.66346,64.03729,125.13925,84.14636,227.55008,178.20071
160,60.12058,9114678.75,58.68367682568339,49.926296,37.765957,74.125206,63.29346,129.0183,86.61571,227.00595,177.50534
203,69.8717,8983465.2578125,43.69251385079099,62.1201,43.22579,84.745834,75.84016,138.76831,90.60472,237.36526,188.53592
181,65.03694,13885675.1875,46.64309562133098,73.76073,50.236717,87.10623,82.37217,146.9476,95.26366,239.54929,193.79822
178,66.547676,16978130.890625,53.55341047438062,71.28405,57.86293,95.72471,85.147736,145.28358,99.85688,247.20546,195.95006
215,69.28737,57954022.65625,46.771069679710926,65.63678,52.726803,87.36651,76.53451,141.3452,96.808464,239.78188,189.10689
175,67.660835,7899946.38671875,43.34168276432919,70.508125,56.046314,90.981636,81.76098,144.75166,98.7996,243.0525,193.31615
164,60.039455,8747020.078125,48.119875944743455,54.417343,42.42835,77.740685,66.54021,132.77893,90.04154,230.63495,180.48235
197,59.54285,1703758.34765625,59.2218192641287,68.114334,54.691727,85.48941,77.96155,143.10266,97.99744,238.0632,190.2727
190,74.107346,2166255.3125,55.17609416393571,67.31633,54.457718,84.74414,76.492035,142.53474,97.854416,237.36621,189.06721
161,71.78205,18664477.1796875,42.307494280158274,68.94135,51.657974,87.50196,78.3376,143.67242,96.148834,239.9145,190.58475
202,64.25816,5715009.25,51.585811491781584,76.21693,62.0226,95.55816,86.56052,148.55441,102.19214,247.05423,197.021
199,80.93985,22346041.1484375,35.34785460527007,76.53068,62.95717,95.77737,86.39676,148.77011,102.701385,247.24234,196.90857
226,74.109055,3397176.3828125,50.36244851775105,75.62408,60.446823,96.48614,88.3038,148.16975,101.32278,247.85036,198.34785
188,97.8813,6316332.203125,53.25121725061198,68.209595,56.130253,87.20426,78.39112,143.17093,98.85083,239.64404,190.62769
238,261.24493,112946603.875,54.77473845356315,57.39075,47.757347,73.23526,65.80723,135.15585,93.66816,226.08711,179.82521
218,67.53026,7136759.671875,48.029008365062566,75.20412,62.18738,85.66529,80.41249,147.90591,102.28294,238.21413,192.24551
189,63.335114,3354048.6328125,48.230439485544295,57.6177,47.24065,79.10595,71.096275,135.33035,93.32976,231.97845,184.51953
208,71.50998,4323164.625,43.85211297645759,14.659847,11.778045,26.293386,22.322493,85.75415,58.74019,160.69016,125.41193
187,112.21971,26098336.515625,58.8941321256042,59.28896,48.873787,74.88729,67.86942,136.63109,94.39394,227.77708,181.67683
179,66.903206,5888590.96875,52.66191549640024,59.105515,46.858994,72.55609,66.98222,136.49132,93.07599,225.39426,180.89124
186,73.65595,901008.7939453125,40.03547468681291,65.38239,48.583687,94.03207,80.693565,141.15785,94.200455,245.74185,192.46463
191,65.45447,7914851.984375,53.671577055213774,67.10324,54.638245,85.33713,76.59969,142.38974,97.96631,237.91574,189.16428
179,71.81434,8047223.2890625,40.416230399277715,49.615685,41.223568,63.82135,56.764812,128.7526,89.18602,215.9513,171.18051
174,67.90189,14670909.234375,48.315127677571134,27.955141,22.355923,38.643272,32.705338,106.344086,72.73035,182.69604,142.44266
167,70.12181,3620651.98046875,44.25857167817538,62.843487,49.073925,84.70473,73.27733,139.30946,94.51937,237.3224,186.38158
190,74.55547,5879811.62109375,40.43816713611196,17.978214,14.785835,27.042204,23.018343,91.792816,63.36486,162.19595,126.70274
208,76.5686,1711420.75,42.8294232633398,50.308395,33.78478,90.22962,69.07194,129.35156,83.45953,242.38379,182.74728
176,68.32386,14636226.0,41.71939372162544,71.87107,54.3997,93.5564,83.90085,145.68356,97.82239,245.32172,194.99094
201,61.871895,23058701.15625,48.341583459856274,65.761055,45.55015,83.91711,76.47361,141.42696,92.19805,236.58946,189.04918
201,79.923164,36063131.0625,41.72741014983436,64.94496,43.794174,83.07107,75.83641,140.84595,90.99774,235.78656,188.52716
169,63.82919,2666731.5390625,50.42083881023922,62.708744,53.831417,79.43118,70.871216,139.21214,97.47741,232.29625,184.32152
152,59.330982,6232431.0625,60.70473976295014,60.157467,49.814873,82.68994,72.8066,137.2948,94.992226,235.42397,185.98389
174,64.36574,9170237.71875,46.630932305244016,21.846865,18.755283,30.395464,26.609016,97.95029,68.59277,168.64285,132.97263
184,92.31639,11677967.53125,41.887725445155766,55.56943,45.488056,75.304306,65.64697,133.70848,92.15775,228.20045,179.68002
193,81.116974,22582393.21875,55.209692151123924,58.386963,47.29375,72.13878,64.85158,135.93608,93.364395,224.95723,178.94646
192,64.64393,13084165.5,45.06031114656223,68.61629,54.511623,82.14651,76.892525,143.4537,97.889145,234.91623,189.3959
185,67.599724,9703799.94140625,47.59594545166111,66.19953,53.886654,84.91339,76.770996,141.74612,97.51698,237.51593,189.29465
199,66.02874,3690420.01953125,44.371290282875336,55.24274,44.00224,70.69418,63.123367,133.44836,91.145096,223.44577,177.3483
178,70.41891,1135264.6181640625,43.11296820382181,31.279198,25.294834,46.87051,40.130394,110.39756,75.786476,194.83678,152.4966
170,73.15742,9896872.0703125,45.55945366616434,70.289406,58.386253,88.07551,80.222946,144.60094,100.15595,240.43927,192.09837
188,79.00082,5268376.875,39.46849329389995,63.424194,49.787537,87.74863,76.98998,139.73503,94.97651,240.13896,189.48291
207,66.8026,1726534.6435546875,44.22021585467867,64.70863,53.117638,80.52877,74.44987,140.66634,97.04664,233.36278,187.37791
179,67.512825,10070391.06640625,37.708393941307186,67.71792,55.49089,84.43186,76.37638,142.81265,98.4704,237.0686,188.96991
222,64.81304,38233603.125,48.6384265082982,64.563805,53.133675,78.8402,72.37698,140.56317,97.05965,231.71402,185.6181
202,69.03537,3802906.4453125,40.72796596828845,63.0201,43.75059,81.43007,73.85316,139.43585,90.97252,234.22754,186.86557
168,69.56632,17009100.9375,45.55839530550325,61.864975,51.80792,77.50461,70.253784,138.58469,96.245834,230.3971,183.7914
173,64.34159,1597867.3642578125,55.7266824310009,63.054585,54.324017,76.178604,70.63631,139.4566,97.77374,229.08609,184.11328
171,75.00744,6877676.109375,48.04159269743511,69.31932,57.85169,84.61351,78.78415,143.93898,99.84728,237.23671,190.93889
192,79.49082,17333086.5,52.7256242739536,54.113037,43.769318,80.07629,63.985023,132.52899,90.98486,232.91931,178.14398
208,78.69085,64507202.5,42.42788573899541,49.104286,39.122437,67.90905,59.223484,128.30872,87.6403,220.4708,173.61357
254,444.91962,42386678.625,89.79486713650452,59.78974,48.768616,75.9748,68.84626,137.01923,94.32328,228.87602,182.5448
169,62.76856,7156784.2734375,44.68203774527648,68.92312,58.891758,83.89827,76.57183,143.66037,100.44438,236.56912,189.14153
192,61.841953,16532451.0,53.05337312924245,64.43774,49.246346,88.1667,77.374626,140.46939,94.630585,240.51547,189.78986
165,73.520195,2336653.4619140625,39.99902037374634,63.596104,51.771015,80.921394,73.184006,139.85497,96.22331,233.74457,186.29991
189,69.656746,1061542.3095703125,41.14312177906002,66.98043,53.568607,87.29062,78.24715,142.30135,97.32166,239.72327,190.5074
187,54.936726,5459622.78125,59.72315893261696,74.76174,60.720474,92.92364,84.569885,147.61057,101.47121,244.76697,195.50916
212,69.116135,12502776.1875,46.65159785078374,72.51342,58.88423,88.42146,80.90032,146.12053,100.44268,240.74718,192.63524
173,70.3481,41274080.5,41.50090154564793,56.701874,38.463844,77.22618,68.2122,134.6142,87.14485,230.12183,181.98651
187,67.01284,7666002.91015625,40.298698582235566,59.84109,50.008083,73.668594,68.56071,137.04872,95.115036,226.53177,182.30138
154,59.77912,9850347.71875,48.36478160406987,67.84735,55.596302,94.708534,80.14271,142.91187,98.53511,246.3218,192.03586
181,73.70889,14093798.3203125,48.060181084338154,66.92807,53.1174,85.82808,76.60285,142.25845,97.04869,238.37619,189.16504
234,64.585045,6414504.890625,59.647702291637984,66.236176,53.625744,88.27028,76.961044,141.77686,97.354454,240.60474,189.45615
218,136.13847,35168390.15625,50.869975373802276,59.90302,48.838387,79.58186,70.87289,137.095,94.369125,232.44757,184.32758
187,63.626953,5821722.349609375,46.97324080327543,53.60174,39.036343,74.75165,64.561455,132.11063,87.57599,227.64398,178.67465
178,65.36212,5224673.3828125,46.79061414713024,34.04394,26.726885,73.834404,45.179737,113.56057,77.18813,226.70781,158.62947
211,77.63796,14869413.96875,51.51546386841649,48.3473,39.19334,73.69861,56.386658,127.64346,87.69463,226.5724,170.8016
199,68.57143,2868973.671875,45.66042075405679,57.46851,47.431694,76.18618,67.26385,135.22192,93.45494,229.08952,181.1389
181,73.57582,10928699.3984375,48.60147898743026,68.16242,54.08296,87.256096,79.56685,143.13777,97.632904,239.68813,191.57202
196,67.91508,12245057.125,46.3074099977868,46.170197,38.232605,66.83583,56.805096,125.69914,86.97276,219.30292,171.21313
186,77.20131,21045482.953125,35.692510730762905,72.3997,55.889313,96.44622,86.117386,146.0423,98.71025,247.82391,196.68942
170,75.955826,9175396.71875,56.06168564765289,74.83531,60.737785,95.7409,86.88363,147.65045,101.4806,247.21555,197.27545
171,62.011272,4552879.67578125,48.76501922084493,72.66692,60.20002,92.54762,83.278656,146.21918,101.18175,244.4365,194.51007
157,94.63845,23021775.953125,45.58730249134621,59.349613,31.689007,79.178795,72.34385,136.6817,81.70027,232.05148,185.59348
177,60.762707,12363278.53125,52.3283652763967,65.440865,57.125336,74.55925,70.48452,141.1998,99.42848,227.44958,183.99039
186,64.89568,22510408.78125,46.03169816906742,73.35247,60.169456,93.01105,84.31344,146.68082,101.1635,244.84464,195.30508
176,65.654366,8424418.0625,44.48423504983254,63.047546,35.41745,81.4058,73.96384,139.4607,84.78226,234.20639,186.96237
168,64.55075,8847402.375,42.047997070219495,61.084938,49.818714,87.4858,74.19836,137.99246,94.993774,239.90169,187.15721
167,72.32728,7006278.20703125,36.61259922314994,62.439217,50.876095,83.94774,72.777115,139.0129,95.66007,236.6187,185.95497
181,71.257164,7707182.91796875,46.54894937052823,60.53676,50.343124,73.93463,68.49681,137.58612,95.32506,226.81107,182.24597
175,76.13322,4792162.060546875,37.20635682623669,62.645454,53.332314,75.083694,68.66356,139.15933,97.17748,227.98276,182.38753
185,59.427097,36021396.25,57.01761823386259,57.949566,43.791744,74.28942,67.6719,135.5881,90.996124,227.16864,181.509
177,64.937035,6837906.17578125,44.668482349747315,46.174614,35.826767,78.97203,66.251495,125.70448,85.111115,231.85126,180.22379
157,71.91716,8676683.5,39.5146101960441,59.024235,48.567398,79.20352,68.907234,136.43195,94.19203,232.07077,182.59695
190,68.83581,26776697.03125,43.100530875138304,42.61432,21.20516,57.03978,51.679893,122.39073,71.45892,208.0221,165.9093
172,66.21401,10013025.6875,45.141521440995014,64.55015,53.30819,79.62418,73.29773,140.56088,97.16391,232.47766,186.40512
182,70.699165,10826511.71875,40.86696720811397,72.05135,60.517708,86.054276,79.33657,145.80139,101.36339,238.58603,191.38031
168,72.07,27156837.75,40.92483254633197,68.39673,55.04717,83.91818,77.110596,143.29582,98.20879,236.58784,189.57866
182,64.15149,2514482.8515625,45.282061435966284,64.6085,46.55435,82.826485,74.53006,140.5938,92.87475,235.56337,187.4471
219,197.43428,32074130.90625,53.61005810552834,63.748554,52.04442,80.33597,72.51628,139.97842,96.3881,233.17224,185.7374
129,68.27366,13319303.4140625,43.162161298627645,68.34002,57.061058,83.63772,76.37787,143.25624,99.392845,236.32787,188.97446
205,70.00479,2396491.0400390625,49.03557680876967,69.54539,52.19489,90.25254,81.079346,144.09152,96.48393,242.40344,192.77216
175,62.99225,8289730.859375,46.32983502324663,66.979225,53.10661,91.204254,80.70525,142.30481,97.04204,243.25253,192.47525
148,74.49857,9488732.671875,35.238643034183724,69.685036,55.00178,84.89131,78.38233,144.18597,98.18196,237.50497,190.61212
200,63.17805,28046053.125,55.35311450276534,65.26905,53.557404,81.08274,73.977844,141.07373,97.31383,233.89789,186.98282
199,65.52496,8582605.703125,47.702626000501795,62.447018,51.06653,82.02627,73.12294,139.00708,95.78113,234.79837,186.25256
222,70.795975,13644340.265625,49.160233071304695,62.351067,47.38747,76.57411,70.626755,138.94617,93.42612,229.4766,184.11209
201,56.468723,1842645.515625,55.65239406210437,70.782394,57.053417,86.61928,80.05239,144.93669,99.39002,239.10698,191.95934
171,70.94534,7457420.8828125,46.98001777684317,61.351395,51.700016,79.18736,70.42935,138.19061,96.17578,232.05621,183.93994
145,70.268486,3266328.623046875,36.71552844910277,64.08458,50.689083,86.79147,75.777466,140.2207,95.546265,239.2532,188.47873
213,67.60505,14538872.4609375,42.900657695005826,71.00461,58.140068,89.13912,81.55534,145.0959,100.01576,241.4014,193.15054
164,61.787785,9044104.796875,46.77705652965057,69.52651,54.565536,90.22959,82.45704,144.08458,97.920906,242.37793,193.8697
187,69.13413,9066193.8984375,41.16627393115631,61.44137,50.2057,78.67308,70.47229,138.259,95.24116,231.54828,183.9694
169,55.648376,5501049.68359375,72.72468886900617,70.398026,58.382748,88.29499,80.86127,144.68246,100.155396,240.63614,192.61053
177,65.92954,9472500.01171875,51.54082641081121,68.853676,54.718403,93.124,81.73512,143.614,98.01584,244.9437,193.29663
186,64.55707,9591507.046875,46.4069654826999,37.80281,30.55096,48.012356,43.422817,117.5968,80.70559,196.41016,156.54944
191,74.080925,2126898.5927734375,39.166224786957706,62.343056,48.749825,81.436386,73.70149,138.93011,94.310196,234.22989,186.74323
197,72.47945,7046040.515625,40.9162650674559,58.75962,47.690895,81.88185,72.700714,136.2239,93.62596,234.65436,185.89871
212,67.732124,2892792.171875,43.16685157844283,40.206676,29.307148,75.17837,61.926483,120.03543,79.594696,228.07901,176.22131
158,65.73893,6689621.8671875,49.47349254746172,51.406017,43.232937,65.94521,58.36713,130.28333,90.610245,218.32727,172.7699
176,60.217827,22634151.375,53.15236657257723,49.765438,41.5399,73.81709,59.749817,128.88522,89.41325,226.69017,174.12393
179,63.292126,3385451.123046875,50.56588224549854,61.48069,50.86791,78.04046,70.83534,138.28754,95.65602,230.93094,184.29703
167,70.93983,2189883.8837890625,44.78837091193776,39.633022,30.650644,72.627686,59.980286,119.4626,80.797,225.46942,174.3533
192,99.41416,1798609.5,63.61688768273327,60.920036,49.173447,77.15874,71.126945,137.86496,94.585495,230.05551,184.54813
167,72.53462,5890545.98828125,36.6538705403118,61.635906,45.211407,78.07617,70.327126,138.40578,91.97425,230.96468,183.85387
188,75.3752,2536936.9921875,40.34406921591373,70.71849,58.39637,83.19032,78.54575,144.89484,100.16481,235.90112,190.75217
173,61.61607,1432017.974609375,47.083691692957764,33.87061,27.756985,58.299023,41.09504,113.37096,78.16755,209.53662,153.70123
132,66.06247,9281029.3125,37.3972681363559,59.70685,50.400017,76.06216,69.047386,136.95544,95.3617,228.95749,182.7296
191,65.69193,8443827.9765625,48.66795730621304,68.313324,58.32652,82.41651,76.4328,143.24284,100.121346,235.16531,189.01997
174,60.341232,1605107.859375,50.483838205131306,64.30989,52.43412,88.16399,76.43517,140.38293,96.63268,240.51042,189.03099
173,61.340954,7161625.5859375,50.572887433479366,55.899296,44.182575,79.851395,66.34814,133.97137,91.270035,232.70517,180.31653
207,77.22095,6706750.67578125,44.052611368219424,60.01719,48.66796,74.74439,69.44534,137.18176,94.25951,227.6294,183.08191
187,70.962685,13406462.4375,47.067466848629905,28.517597,23.721151,37.305904,32.633533,107.04877,74.17886,180.56131,142.32843
175,64.2867,5048099.90234375,48.83481204210271,69.38615,57.77339,89.45576,81.411415,143.9794,99.803665,241.68146,193.04724
179,63.773342,3034196.13671875,53.67437903547418,29.860886,24.01905,67.86207,42.929085,108.70819,74.48605,220.42566,155.95837
181,67.770966,15844962.0078125,42.45367995128632,62.61959,50.03901,77.93299,70.97961,139.1467,95.13608,230.82358,184.4125
186,67.83803,13651159.03125,46.27713783638877,65.77007,54.995327,87.359955,78.18216,141.43056,98.17617,239.78539,190.45384
176,62.875538,5341277.90625,49.14339221143444,73.84449,57.582924,94.34431,85.95664,147.0061,99.692535,246.01355,196.57375
177,67.12937,2624405.619140625,42.20252915166193,65.27021,55.30394,87.0513,76.86485,141.07364,98.364,239.49649,189.37851
206,72.03357,10393139.359375,43.580837861506716,71.95308,61.46959,89.50034,81.24038,145.73746,101.890656,241.72397,192.90073
224,99.44917,27350926.75,56.73431475485648,53.327404,45.477974,73.61642,61.376984,131.88914,92.14961,226.4786,175.68954
191,61.370438,7485395.19921875,52.477322576191185,69.47688,58.79531,82.482956,76.41859,144.04959,100.39194,235.23068,189.01727
179,95.776245,13789944.640625,47.537218149309076,67.82517,54.91587,82.84788,76.40064,142.88843,98.13249,235.57648,189.00119
177,70.16623,4588158.392578125,45.110159761099,53.027405,42.575912,70.078735,61.757816,131.63916,90.14763,222.79257,176.05759
168,71.04132,18362813.4375,40.63969686079732,59.73122,48.888412,78.200134,68.84233,136.9675,94.39906,231.0877,182.54941
216,64.04118,14096849.34375,48.21337259386653,54.11157,43.5631,72.63833,63.659454,132.5252,90.838196,225.4805,177.84387
168,69.39861,6533730.65625,44.61897609026624,73.22059,57.782898,95.90822,84.937454,146.58209,99.813095,247.3559,195.78323
171,66.08322,1116780.9609375,49.38600302638264,56.659336,45.14706,83.60061,66.816475,134.57944,91.92612,236.28516,180.74367
188,94.40812,11359501.234375,49.82843122750053,68.233345,54.829193,87.14617,78.75996,143.17685,98.07631,239.58554,190.91855
200,68.21513,4242962.5,42.80491778205076,58.477753,46.591152,82.77236,72.95627,136.00346,92.89775,235.50247,186.10855
175,72.94378,24073503.125,38.527166120763084,66.98728,53.20593,87.66983,79.00252,142.30331,97.10065,240.05774,191.11063
189,65.42572,6162057.80859375,43.568237102041294,63.119656,48.275818,77.576645,71.9937,139.50691,94.00596,230.47551,185.29128
185,67.35818,9241973.45703125,49.926166188808246,70.931435,54.599987,94.86239,83.35686,145.0376,97.94054,246.45566,194.56503
180,75.39214,1384546.728515625,38.325540386254666,67.43903,54.749874,85.00019,77.22847,142.62698,98.03259,237.59787,189.67554
151,68.72764,2239577.439453125,40.44606024154269,67.95706,53.801613,86.98629,78.866394,142.98877,97.460815,239.43353,191.01004
177,65.5588,13546462.6875,44.98752404095982,66.67105,55.59123,86.65339,76.96545,142.07756,98.53279,239.13306,189.46202
170,62.94695,9853453.0078125,55.2797175098494,60.081577,47.963417,73.31413,67.597885,137.23627,93.802666,226.17184,181.43312
171,64.03231,4829206.9921875,48.68421041518492,51.471756,41.910515,71.70144,63.552124,130.33688,89.6797,224.49744,177.7384
171,66.33876,9687268.8984375,39.60544852333294,57.498516,48.230366,70.79152,65.14408,135.2367,93.97733,223.54767,179.21138
177,62.067696,2824907.208984375,65.47831075774252,55.080578,44.463043,69.35073,61.998245,133.3147,91.45993,222.02548,176.28119
136,68.12706,4140287.84375,41.76248877581411,52.116882,40.598568,72.39959,63.579193,130.87958,88.72797,225.2343,177.77036
191,62.765034,777963.8439941406,57.67718327643198,48.144196,37.223568,70.10674,59.70888,127.46538,86.19819,222.82133,174.092
174,69.767265,2708053.7578125,47.86843388800834,30.291931,23.917934,40.633244,35.416977,109.22905,74.38285,185.78691,146.26675
169,63.049213,3407509.37109375,46.12181878426684,55.716675,47.833626,72.16189,64.85099,133.82481,93.71866,224.98546,178.94707
239,71.04728,4663940.29296875,44.52585630712578,74.138176,58.12555,95.907875,85.56962,147.1978,100.009186,247.3596,196.27083
196,70.45921,6862647.53125,41.763406576885586,64.596436,51.761448,80.445984,74.16373,140.58408,96.2163,233.28458,187.13696
159,63.625477,7927366.1015625,45.044287018097535,47.590546,38.319256,62.884377,56.382298,126.97409,87.0419,214.88971,170.79367
200,69.17829,4518497.265625,40.761679631330054,31.49879,23.606005,66.20797,42.296585,110.6581,74.06079,218.61554,155.18286
161,142.93082,31392476.828125,48.521575218852384,70.642815,55.170643,92.19239,83.18368,144.8474,98.28198,244.12282,194.42853
185,72.761246,3877200.37109375,34.39155673715116,62.66663,51.495186,76.782135,71.24146,139.18045,96.05133,229.67801,184.63553
163,64.71703,27208734.25,52.473263281170155,64.8168,52.01668,83.471924,75.075294,140.75624,96.373726,236.16295,187.90211
175,66.6961,1097153.4423828125,42.01913306989225,76.36535,59.621468,95.36981,87.961494,148.64972,100.858475,246.90062,198.08281
178,100.672035,2403413.36328125,33.053842719942374,63.071415,51.950356,81.90373,74.28881,139.47943,96.330795,234.68106,187.2362
180,67.463104,3114831.4453125,42.548999499382326,61.260372,50.490353,76.48426,69.51084,138.12805,95.42207,229.38782,183.1354
160,64.22152,3916269.375,45.98886637087421,38.431915,30.548233,68.28976,48.964005,118.242935,80.70465,220.88187,162.94147
184,66.0475,11349168.875,40.4557547305734,35.338337,27.656359,45.112904,40.65247,114.98208,78.07466,192.36937,153.1486
195,69.2892,5243765.56640625,48.57397859435003,51.23988,41.440365,73.23854,60.725384,130.14343,89.3373,226.09364,175.06273
204,64.99834,4652788.96875,49.86662141794474,52.744717,30.826159,69.344345,62.343338,131.40073,80.951965,222.01613,176.61125
175,68.72811,1550570.9228515625,35.92862152555484,65.34414,54.63945,80.663765,74.532974,141.1288,97.965706,233.49426,187.44559
171,67.52781,15297662.671875,38.80953560287649,63.075462,51.63512,79.89008,72.15454,139.47955,96.13697,232.74193,185.43199
191,55.674248,2025011.09765625,68.48210233224262,62.85932,51.45482,80.04842,72.23199,139.32208,96.02542,232.89789,185.4917
204,69.26372,8854390.5,50.579884411011165,21.071775,17.580364,37.68405,25.63435,96.78041,67.12813,181.17812,131.32281
184,59.012024,4706834.28125,54.7171638298087,63.39707,55.47443,74.78008,68.57172,139.71207,98.45932,227.66428,182.31189
163,61.77498,4108263.142578125,47.09523264089477,58.910713,46.68807,82.341835,71.09522,136.33978,92.96096,235.09645,184.51067
182,93.109566,8435424.8671875,45.43362044992122,25.289455,20.174269,34.03108,29.645462,102.84867,70.281166,175.11493,137.85002
180,56.004353,9985370.625,51.358942422881675,60.97945,49.618355,79.100784,70.56844,137.90933,94.8649,231.969,184.06256
